Serial no.,Movie Name,Director 1,Director 2,Director 3,Director 4,Director 5,Director 6,Duration,Year of Release,Ratings,Metascore
1513, 12 Rounds , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,108 min,-2009,5.6,38
1514, Metro , Thomas Carter ,N/A,N/A,N/A,N/A,N/A,117 min,-1997,5.6,41
1515, Once There Was a Tiger , Mathur Goswami, Kabir Khan ,N/A,N/A,N/A,N/A,132 min,-2012,5.6,N/A
1516, Bang Bang , Siddharth Anand ,N/A,N/A,N/A,N/A,N/A,153 min,(I) (2014),5.6,N/A
1517, Baywatch , Seth Gordon ,N/A,N/A,N/A,N/A,N/A,116 min,-2017,5.5,37
1518, Shotgun Wedding , Jason Moore ,N/A,N/A,N/A,N/A,N/A,101 min,-2022,5.5,46
1519, Infinite , Antoine Fuqua ,N/A,N/A,N/A,N/A,N/A,106 min,-2021,5.5,28
1520, Spiderhead , Joseph Kosinski ,N/A,N/A,N/A,N/A,N/A,106 min,-2022,5.5,54
1521, Pompeii , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,105 min,(I) (2014),5.5,39
1522, Willy's Wonderland , Kevin Lewis ,N/A,N/A,N/A,N/A,N/A,88 min,-2021,5.5,44
1523, Green Lantern , Martin Campbell ,N/A,N/A,N/A,N/A,N/A,114 min,-2011,5.5,39
1524, George of the Jungle , Sam Weisman ,N/A,N/A,N/A,N/A,N/A,92 min,-1997,5.5,53
1525, The Core , Jon Amiel ,N/A,N/A,N/A,N/A,N/A,135 min,-2003,5.5,48
1526, The Cloverfield Paradox , Julius Onah ,N/A,N/A,N/A,N/A,N/A,102 min,-2018,5.5,37
1527, Under Siege 2: Dark Territory , Geoff Murphy ,N/A,N/A,N/A,N/A,N/A,100 min,-1995,5.5,52
1528, Sweet Girl , Brian Andrew Mendoza ,N/A,N/A,N/A,N/A,N/A,110 min,-2021,5.5,46
1529, Virtuosity , Brett Leonard ,N/A,N/A,N/A,N/A,N/A,106 min,-1995,5.5,39
1530, The Scorpion King , Chuck Russell ,N/A,N/A,N/A,N/A,N/A,92 min,-2002,5.5,45
1531, Volcano , Mick Jackson ,N/A,N/A,N/A,N/A,N/A,104 min,-1997,5.5,55
1532, Snakes on a Plane , David R. Ellis ,N/A,N/A,N/A,N/A,N/A,105 min,-2006,5.5,58
1533, Beverly Hills Cop III , John Landis ,N/A,N/A,N/A,N/A,N/A,104 min,-1994,5.5,16
1534, Eight Legged Freaks , Ellory Elkayem ,N/A,N/A,N/A,N/A,N/A,99 min,-2002,5.5,53
1535, Resident Evil: The Final Chapter , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,107 min,-2016,5.5,49
1536, Your Highness , David Gordon Green ,N/A,N/A,N/A,N/A,N/A,102 min,-2011,5.5,31
1537, Collateral Damage , Andrew Davis ,N/A,N/A,N/A,N/A,N/A,108 min,-2002,5.5,33
1538, Peninsula , Sang-ho Yeon ,N/A,N/A,N/A,N/A,N/A,116 min,-2020,5.5,51
1539, The Bounty Hunter , Andy Tennant ,N/A,N/A,N/A,N/A,N/A,110 min,(I) (2010),5.5,22
1540, Seventh Son , Sergei Bodrov ,N/A,N/A,N/A,N/A,N/A,102 min,(I) (2014),5.5,30
1541, Lara Croft: Tomb Raider - The Cradle of Life , Jan de Bont ,N/A,N/A,N/A,N/A,N/A,117 min,-2003,5.5,43
1542, Mortdecai , David Koepp ,N/A,N/A,N/A,N/A,N/A,107 min,-2015,5.5,27
1543, Star Trek V: The Final Frontier , William Shatner ,N/A,N/A,N/A,N/A,N/A,107 min,-1989,5.5,43
1544, The Happytime Murders , Brian Henson ,N/A,N/A,N/A,N/A,N/A,91 min,-2018,5.5,27
1545, Babylon A, Mathieu Kassovitz ,N/A,N/A,N/A,N/A,N/A,90 min,-2008,5.5,26
1546, Beverly Hills Ninja , Dennis Dugan ,N/A,N/A,N/A,N/A,N/A,88 min,-1997,5.5,27
1547, Stolen , Simon West ,N/A,N/A,N/A,N/A,N/A,96 min,-2012,5.5,43
1548, Cop Out , Kevin Smith ,N/A,N/A,N/A,N/A,N/A,107 min,-2010,5.5,31
1549, Whiteout , Dominic Sena ,N/A,N/A,N/A,N/A,N/A,101 min,-2009,5.5,N/A
1550, Showtime , Tom Dey ,N/A,N/A,N/A,N/A,N/A,95 min,-2002,5.5,32
1551, Fighting , Dito Montiel ,N/A,N/A,N/A,N/A,N/A,105 min,-2009,5.5,61
1552, The Man , Les Mayfield ,N/A,N/A,N/A,N/A,N/A,83 min,-2005,5.5,33
1553, Taxi 4 , Gérard Krawczyk ,N/A,N/A,N/A,N/A,N/A,91 min,-2007,5.5,N/A
1554, Gunjan Saxena: The Kargil Girl , ALi Khan AK, Sharan Sharma ,N/A,N/A,N/A,N/A,112 min,-2020,5.5,N/A
1555,65, Scott Beck, Bryan Woods ,N/A,N/A,N/A,N/A,93 min,-2023,5.4,40
1556, The Mummy , Alex Kurtzman ,N/A,N/A,N/A,N/A,N/A,110 min,-2017,5.4,34
1557, Batman Forever , Joel Schumacher ,N/A,N/A,N/A,N/A,N/A,121 min,-1995,5.4,51
1558, Wonder Woman 1984 , Patty Jenkins ,N/A,N/A,N/A,N/A,N/A,151 min,-2020,5.4,60
1559, Gods of Egypt , Alex Proyas ,N/A,N/A,N/A,N/A,N/A,127 min,-2016,5.4,25
1560, The Forever Purge , Everardo Gout ,N/A,N/A,N/A,N/A,N/A,103 min,-2021,5.4,53
1561, Ava , Tate Taylor ,N/A,N/A,N/A,N/A,N/A,96 min,(IV) (2020),5.4,39
1562, Snake Eyes , Robert Schwentke ,N/A,N/A,N/A,N/A,N/A,121 min,-2021,5.4,43
1563, Godzilla , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,139 min,(I) (1998),5.4,32
1564, Drive Angry , Patrick Lussier ,N/A,N/A,N/A,N/A,N/A,104 min,-2011,5.4,44
1565, Maximum Overdrive , Stephen King ,N/A,N/A,N/A,N/A,N/A,98 min,-1986,5.4,24
1566, Killers , Robert Luketic ,N/A,N/A,N/A,N/A,N/A,100 min,-2010,5.4,21
1567, The Tuxedo , Kevin Donovan ,N/A,N/A,N/A,N/A,N/A,98 min,-2002,5.4,30
1568, Æon Flux , Karyn Kusama ,N/A,N/A,N/A,N/A,N/A,93 min,-2005,5.4,36
1569, Blackhat , Michael Mann ,N/A,N/A,N/A,N/A,N/A,133 min,-2015,5.4,51
1570, Vampire Academy , Mark Waters ,N/A,N/A,N/A,N/A,N/A,104 min,-2014,5.4,31
1571, D3: The Mighty Ducks , Robert Lieberman ,N/A,N/A,N/A,N/A,N/A,104 min,-1996,5.4,N/A
1572, Game Over Man! , Kyle Newacheck ,N/A,N/A,N/A,N/A,N/A,101 min,-2018,5.4,32
1573, Big Game , Jalmari Helander ,N/A,N/A,N/A,N/A,N/A,110 min,-2014,5.4,53
1574, Outside the Wire , Mikael Håfström ,N/A,N/A,N/A,N/A,N/A,114 min,-2021,5.4,45
1575, Season of the Witch , Dominic Sena ,N/A,N/A,N/A,N/A,N/A,95 min,-2011,5.4,28
1576, The Spy Next Door , Brian Levant ,N/A,N/A,N/A,N/A,N/A,94 min,-2010,5.4,27
1577, The Last Legion , Doug Lefler ,N/A,N/A,N/A,N/A,N/A,101 min,-2007,5.4,37
1578, The Man with the Iron Fists , RZA ,N/A,N/A,N/A,N/A,N/A,95 min,-2012,5.4,51
1579, Pathfinder , Marcus Nispel ,N/A,N/A,N/A,N/A,N/A,99 min,-2007,5.4,29
1580, Battle for the Planet of the Apes , J. Lee Thompson ,N/A,N/A,N/A,N/A,N/A,93 min,-1973,5.4,40
1581, I Spy , Betty Thomas ,N/A,N/A,N/A,N/A,N/A,97 min,-2002,5.4,35
1582, Bulletproof Monk , Paul Hunter ,N/A,N/A,N/A,N/A,N/A,104 min,-2003,5.4,40
1583, Killing Season , Mark Steven Johnson ,N/A,N/A,N/A,N/A,N/A,91 min,-2013,5.4,25
1584, Dhoom 3 , Vijay Krishna Acharya ,N/A,N/A,N/A,N/A,N/A,172 min,-2013,5.4,61
1585, Geostorm , Dean Devlin ,N/A,N/A,N/A,N/A,N/A,109 min,-2017,5.3,21
1586, Jupiter Ascending , Lana Wachowski, Lilly Wachowski ,N/A,N/A,N/A,N/A,127 min,-2015,5.3,40
1587, The Predator , Shane Black ,N/A,N/A,N/A,N/A,N/A,107 min,-2018,5.3,48
1588, Legion , Scott Stewart ,N/A,N/A,N/A,N/A,N/A,100 min,-2010,5.3,32
1589, Daredevil , Mark Steven Johnson ,N/A,N/A,N/A,N/A,N/A,103 min,-2003,5.3,42
1590, The New Mutants , Josh Boone ,N/A,N/A,N/A,N/A,N/A,94 min,-2020,5.3,43
1591, Point Break , Ericson Core ,N/A,N/A,N/A,N/A,N/A,114 min,-2015,5.3,34
1592, Masters of the Universe , Gary Goddard ,N/A,N/A,N/A,N/A,N/A,106 min,-1987,5.3,35
1593, Ghost Rider , Mark Steven Johnson ,N/A,N/A,N/A,N/A,N/A,110 min,-2007,5.3,35
1594, Tank Girl , Rachel Talalay ,N/A,N/A,N/A,N/A,N/A,104 min,-1995,5.3,46
1595, Robin Hood , Otto Bathurst ,N/A,N/A,N/A,N/A,N/A,116 min,-2018,5.3,32
1596, Max Payne , John Moore ,N/A,N/A,N/A,N/A,N/A,100 min,-2008,5.3,31
1597, Spy Kids 2: Island of Lost Dreams , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,100 min,-2002,5.3,66
1598, Resident Evil: Retribution , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,95 min,-2012,5.3,39
1599, The Karate Kid Part III , John G. Avildsen ,N/A,N/A,N/A,N/A,N/A,112 min,-1989,5.3,36
1600, Congo , Frank Marshall ,N/A,N/A,N/A,N/A,N/A,109 min,-1995,5.3,22
1601, Red Dawn , Dan Bradley ,N/A,N/A,N/A,N/A,N/A,93 min,-2012,5.3,31
1602, Land of the Lost , Brad Silberling ,N/A,N/A,N/A,N/A,N/A,102 min,-2009,5.3,32
1603, One for the Money , Julie Anne Robinson ,N/A,N/A,N/A,N/A,N/A,91 min,-2012,5.3,22
1604, Spy Hard , Rick Friedberg ,N/A,N/A,N/A,N/A,N/A,81 min,-1996,5.3,25
1605, Hollywood Homicide , Ron Shelton ,N/A,N/A,N/A,N/A,N/A,116 min,-2003,5.3,47
1606, The Colony , Jeff Renfroe ,N/A,N/A,N/A,N/A,N/A,95 min,(I) (2013),5.3,28
1607, Bangkok Dangerous , Danny Pang, Oxide Chun Pang ,N/A,N/A,N/A,N/A,99 min,-2008,5.3,24
1608, Universal Soldier: Regeneration , John Hyams ,N/A,N/A,N/A,N/A,N/A,97 min,-2009,5.3,70
1609, The Way to Paradise , Enzo Zelocchi ,N/A,N/A,N/A,N/A,N/A,85 min,-2011,5.3,N/A
1610, F9: The Fast Saga , Justin Lin ,N/A,N/A,N/A,N/A,N/A,143 min,-2021,5.2,58
1611, Transformers: The Last Knight , Michael Bay ,N/A,N/A,N/A,N/A,N/A,154 min,-2017,5.2,27
1612, Doom , Andrzej Bartkowiak ,N/A,N/A,N/A,N/A,N/A,105 min,-2005,5.2,34
1613, Morbius , Daniel Espinosa ,N/A,N/A,N/A,N/A,N/A,104 min,-2022,5.2,35
1614, The Covenant , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,97 min,-2006,5.2,19
1615, Resident Evil: Welcome to Raccoon City , Johannes Roberts ,N/A,N/A,N/A,N/A,N/A,107 min,-2021,5.2,44
1616, Hellboy , Neil Marshall ,N/A,N/A,N/A,N/A,N/A,120 min,-2019,5.2,31
1617, xXx: Return of Xander Cage , D.J. Caruso ,N/A,N/A,N/A,N/A,N/A,107 min,-2017,5.2,42
1618, Monster Hunter , Paul W.S. Anderson ,N/A,N/A,N/A,N/A,N/A,103 min,(I) (2020),5.2,47
1619, The 5th Wave , J Blakeson ,N/A,N/A,N/A,N/A,N/A,112 min,-2016,5.2,33
1620, The Mummy: Tomb of the Dragon Emperor , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,112 min,-2008,5.2,31
1621, Independence Day: Resurgence , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,120 min,-2016,5.2,32
1622, The Bad Batch , Ana Lily Amirpour ,N/A,N/A,N/A,N/A,N/A,118 min,-2016,5.2,62
1623, Mighty Morphin Power Rangers , Bryan Spicer ,N/A,N/A,N/A,N/A,N/A,95 min,-1995,5.2,40
1624, Spawn , Mark A.Z. Dippé ,N/A,N/A,N/A,N/A,N/A,96 min,-1997,5.2,34
1625, Lost in Space , Stephen Hopkins ,N/A,N/A,N/A,N/A,N/A,130 min,-1998,5.2,42
1626, Paul Blart: Mall Cop , Steve Carr ,N/A,N/A,N/A,N/A,N/A,91 min,-2009,5.2,39
1627, Big Momma's House , Raja Gosnell ,N/A,N/A,N/A,N/A,N/A,99 min,-2000,5.2,33
1628, A Good Day to Die Hard , John Moore ,N/A,N/A,N/A,N/A,N/A,98 min,-2013,5.2,28
1629, The First Purge , Gerard McMurray ,N/A,N/A,N/A,N/A,N/A,97 min,-2018,5.2,54
1630, The Transporter Refueled , Camille Delamarre ,N/A,N/A,N/A,N/A,N/A,96 min,-2015,5.2,32
1631, The Medallion , Gordon Chan ,N/A,N/A,N/A,N/A,N/A,88 min,-2003,5.2,38
1632, Alex Cross , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,101 min,-2012,5.2,30
1633, Mutant Chronicles , Simon Hunter ,N/A,N/A,N/A,N/A,N/A,111 min,-2008,5.2,N/A
1634, Beast , Nelson Dilipkumar ,N/A,N/A,N/A,N/A,N/A,155 min,(II) (2022),5.2,N/A
1635, Moonfall , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,130 min,-2022,5.1,41
1636, Conan the Barbarian , Marcus Nispel ,N/A,N/A,N/A,N/A,N/A,113 min,-2011,5.1,36
1637, Red Sonja , Richard Fleischer ,N/A,N/A,N/A,N/A,N/A,89 min,-1985,5.1,35
1638, Eragon , Stefen Fangmeier ,N/A,N/A,N/A,N/A,N/A,104 min,-2006,5.1,38
1639, 10000 BC , Roland Emmerich ,N/A,N/A,N/A,N/A,N/A,109 min,-2008,5.1,34
1640, Hot Pursuit , Anne Fletcher ,N/A,N/A,N/A,N/A,N/A,87 min,-2015,5.1,31
1641, Miss Congeniality 2: Armed & Fabulous , John Pasquin ,N/A,N/A,N/A,N/A,N/A,115 min,-2005,5.1,34
1642, Abduction , John Singleton ,N/A,N/A,N/A,N/A,N/A,106 min,(I) (2011),5.1,25
1643, I Frankenstein , Stuart Beattie ,N/A,N/A,N/A,N/A,N/A,92 min,-2014,5.1,30
1644, G-Force , Hoyt Yeatman ,N/A,N/A,N/A,N/A,N/A,88 min,-2009,5.1,41
1645, Agent Cody Banks , Harald Zwart ,N/A,N/A,N/A,N/A,N/A,102 min,-2003,5.1,41
1646, Cats & Dogs , Lawrence Guterman ,N/A,N/A,N/A,N/A,N/A,87 min,-2001,5.1,47
1647, Stealth , Rob Cohen ,N/A,N/A,N/A,N/A,N/A,121 min,-2005,5.1,35
1648, Stormbreaker , Geoffrey Sax ,N/A,N/A,N/A,N/A,N/A,93 min,-2006,5.1,42
1649, Get Carter , Stephen Kay ,N/A,N/A,N/A,N/A,N/A,102 min,-2000,5.1,24
1650, Bachchhan Paandey , Farhad Samji ,N/A,N/A,N/A,N/A,N/A,147 min,-2022,5.1,N/A
1651, The Twilight Saga: Eclipse , David Slade ,N/A,N/A,N/A,N/A,N/A,124 min,-2010,5,58
1652, Charlie's Angels , Elizabeth Banks ,N/A,N/A,N/A,N/A,N/A,118 min,-2019,5,52
1653, Shadow in the Cloud , Roseanne Liang ,N/A,N/A,N/A,N/A,N/A,83 min,-2020,5,66
1654, Superman III , Richard Lester ,N/A,N/A,N/A,N/A,N/A,125 min,-1983,5,44
1655, How It Ends , David M. Rosenthal ,N/A,N/A,N/A,N/A,N/A,113 min,-2018,5,36
1656, Cyborg , Albert Pyun ,N/A,N/A,N/A,N/A,N/A,86 min,-1989,5,24
1657, The Phantom , Simon Wincer ,N/A,N/A,N/A,N/A,N/A,100 min,-1996,5,53
1658, Virus , John Bruno ,N/A,N/A,N/A,N/A,N/A,99 min,-1999,5,19
1659, See No Evil , Gregory Dark ,N/A,N/A,N/A,N/A,N/A,84 min,-2006,5,17
1660, Dilwale , Rohit Shetty ,N/A,N/A,N/A,N/A,N/A,158 min,-2015,5,N/A
1661, Wild Wild West , Barry Sonnenfeld ,N/A,N/A,N/A,N/A,N/A,106 min,-1999,4.9,38
1662, The Darkest Hour , Chris Gorak ,N/A,N/A,N/A,N/A,N/A,89 min,-2011,4.9,18
1663, Charlie's Angels: Full Throttle , McG ,N/A,N/A,N/A,N/A,N/A,106 min,-2003,4.9,48
1664, Dracula 2000 , Patrick Lussier ,N/A,N/A,N/A,N/A,N/A,99 min,-2000,4.9,26
1665, Ghosts of Mars , John Carpenter ,N/A,N/A,N/A,N/A,N/A,98 min,-2001,4.9,35
1666, The Cold Light of Day , Mabrouk El Mechri ,N/A,N/A,N/A,N/A,N/A,93 min,-2012,4.9,22
1667, Blues Brothers 2000 , John Landis ,N/A,N/A,N/A,N/A,N/A,123 min,-1998,4.9,N/A
1668, Happy New Year , Farah Khan ,N/A,N/A,N/A,N/A,N/A,180 min,(I) (2014),4.9,N/A
1669, Anaconda , Luis Llosa ,N/A,N/A,N/A,N/A,N/A,89 min,-1997,4.8,37
1670, The Ridiculous 6 , Frank Coraci ,N/A,N/A,N/A,N/A,N/A,119 min,-2015,4.8,18
1671, After Earth , M. Night Shyamalan ,N/A,N/A,N/A,N/A,N/A,100 min,-2013,4.8,33
1672, DOA: Dead or Alive , Corey Yuen ,N/A,N/A,N/A,N/A,N/A,87 min,-2006,4.8,38
1673, Teenage Mutant Ninja Turtles III , Stuart Gillard ,N/A,N/A,N/A,N/A,N/A,96 min,-1993,4.8,40
1674, Double Team , Hark Tsui ,N/A,N/A,N/A,N/A,N/A,93 min,-1997,4.8,44
1675, Tekken , Dwight H. Little ,N/A,N/A,N/A,N/A,N/A,92 min,-2010,4.8,N/A
1676, Crocodile Dundee in Los Angeles , Simon Wincer ,N/A,N/A,N/A,N/A,N/A,95 min,-2001,4.8,37
1677, Godsend , Frank M. Calo, Nick Hamm ,N/A,N/A,N/A,N/A,102 min,-2004,4.8,24
1678, Shamshera , Karan Malhotra ,N/A,N/A,N/A,N/A,N/A,178 min,-2022,4.8,N/A
1679, Howard the Duck , Willard Huyck ,N/A,N/A,N/A,N/A,N/A,110 min,-1986,4.7,28
1680, Zoolander 2 , Ben Stiller ,N/A,N/A,N/A,N/A,N/A,101 min,-2016,4.7,34
1681, The Marine , John Bonito ,N/A,N/A,N/A,N/A,N/A,92 min,-2006,4.7,45
1682, Elektra , Rob Bowman ,N/A,N/A,N/A,N/A,N/A,97 min,-2005,4.7,34
1683, Anacondas: The Hunt for the Blood Orchid , Dwight H. Little ,N/A,N/A,N/A,N/A,N/A,97 min,-2004,4.7,40
1684, The Spirit , Frank Miller ,N/A,N/A,N/A,N/A,N/A,103 min,-2008,4.7,30
1685, Jonah Hex , Jimmy Hayward ,N/A,N/A,N/A,N/A,N/A,81 min,-2010,4.7,33
1686, Snatched , Jonathan Levine ,N/A,N/A,N/A,N/A,N/A,90 min,-2017,4.7,45
1687, Ra, Anubhav Sinha ,N/A,N/A,N/A,N/A,N/A,156 min,-2011,4.7,60
1688, Bharat , Ali Abbas Zafar ,N/A,N/A,N/A,N/A,N/A,150 min,-2019,4.7,N/A
1689, Bodyguard , Siddique ,N/A,N/A,N/A,N/A,N/A,130 min,(I) (2011),4.7,41
1690, Superhero Movie , Craig Mazin ,N/A,N/A,N/A,N/A,N/A,75 min,-2008,4.6,33
1691, Interceptor , Matthew Reilly ,N/A,N/A,N/A,N/A,N/A,99 min,-2022,4.6,51
1692, Aliens vs, Colin Strause, Greg Strause ,N/A,N/A,N/A,N/A,94 min,-2007,4.6,29
1693, Driven , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,116 min,-2001,4.6,29
1694, Shehzada , Rohit Dhawan ,N/A,N/A,N/A,N/A,N/A,142 min,-2023,4.6,N/A
1695, Taxi , Tim Story ,N/A,N/A,N/A,N/A,N/A,97 min,(I) (2004),4.5,27
1696, Skyline , Colin Strause, Greg Strause ,N/A,N/A,N/A,N/A,92 min,-2010,4.5,26
1697, Thunder Force , Ben Falcone ,N/A,N/A,N/A,N/A,N/A,106 min,-2021,4.5,34
1698, Home Alone 3 , Raja Gosnell ,N/A,N/A,N/A,N/A,N/A,102 min,-1997,4.5,N/A
1699, xXx: State of the Union , Lee Tamahori ,N/A,N/A,N/A,N/A,N/A,101 min,-2005,4.5,37
1700, Species II , Peter Medak ,N/A,N/A,N/A,N/A,N/A,93 min,-1998,4.5,19
1701, The Next Karate Kid , Christopher Cain ,N/A,N/A,N/A,N/A,N/A,107 min,-1994,4.5,36
1702, Kangaroo Jack , David McNally ,N/A,N/A,N/A,N/A,N/A,89 min,-2003,4.5,16
1703, Jason X , James Isaac ,N/A,N/A,N/A,N/A,N/A,92 min,-2001,4.4,25
1704, Cell , Tod Williams ,N/A,N/A,N/A,N/A,N/A,98 min,(I) (2016),4.4,38
1705, Paul Blart: Mall Cop 2 , Andy Fickman ,N/A,N/A,N/A,N/A,N/A,94 min,-2015,4.4,13
1706, Big Mommas: Like Father Like Son , John Whitesell ,N/A,N/A,N/A,N/A,N/A,107 min,-2011,4.4,22
1707, Fantastic Four , Josh Trank ,N/A,N/A,N/A,N/A,N/A,100 min,-2015,4.3,27
1708, Spy Kids 3: Game Over , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,84 min,-2003,4.3,57
1709, Ghost Rider: Spirit of Vengeance , Mark Neveldine, Brian Taylor ,N/A,N/A,N/A,N/A,96 min,-2011,4.3,34
1710, Ultraviolet , Kurt Wimmer ,N/A,N/A,N/A,N/A,N/A,88 min,-2006,4.3,18
1711, Stop! Or My Mom Will Shoot , Roger Spottiswoode ,N/A,N/A,N/A,N/A,N/A,87 min,-1992,4.3,N/A
1712, Inspector Gadget , David Kellogg ,N/A,N/A,N/A,N/A,N/A,78 min,-1999,4.2,36
1713, The Legend of Hercules , Renny Harlin ,N/A,N/A,N/A,N/A,N/A,99 min,-2014,4.2,22
1714, Highlander II: The Quickening , Russell Mulcahy ,N/A,N/A,N/A,N/A,N/A,91 min,-1991,4.2,31
1715, Universal Soldier: The Return , Mic Rodgers ,N/A,N/A,N/A,N/A,N/A,83 min,-1999,4.2,24
1716, Coolie No, David Dhawan ,N/A,N/A,N/A,N/A,N/A,134 min,-2020,4.2,N/A
1717, RoboCop 3 , Fred Dekker ,N/A,N/A,N/A,N/A,N/A,104 min,-1993,4.1,40
1718, Torque , Joseph Kahn ,N/A,N/A,N/A,N/A,N/A,84 min,-2004,4.1,41
1719, Street Fighter , Steven E. de Souza ,N/A,N/A,N/A,N/A,N/A,102 min,-1994,4,34
1720, The Last Airbender , M. Night Shyamalan ,N/A,N/A,N/A,N/A,N/A,103 min,-2010,4,20
1721, Shark Night , David R. Ellis ,N/A,N/A,N/A,N/A,N/A,90 min,-2011,4,22
1722, Speed 2: Cruise Control , Jan de Bont ,N/A,N/A,N/A,N/A,N/A,121 min,-1997,3.9,23
1723, Escape Plan 2: Hades , Steven C. Miller ,N/A,N/A,N/A,N/A,N/A,96 min,-2018,3.9,N/A
1724, In the Name of the King: A Dungeon Siege Tale , Uwe Boll ,N/A,N/A,N/A,N/A,N/A,127 min,-2007,3.8,15
1725, The Avengers , Jeremiah S. Chechik ,N/A,N/A,N/A,N/A,N/A,89 min,-1998,3.8,12
1726, The Adventures of Pluto Nash , Ron Underwood ,N/A,N/A,N/A,N/A,N/A,95 min,-2002,3.8,12
1727, Batman & Robin , Joel Schumacher ,N/A,N/A,N/A,N/A,N/A,125 min,-1997,3.7,28
1728, The Adventures of Sharkboy and Lavagirl 3-D , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,93 min,-2005,3.7,38
1729, Superman IV: The Quest for Peace , Sidney J. Furie ,N/A,N/A,N/A,N/A,N/A,90 min,-1987,3.7,24
1730, Dungeons & Dragons , Courtney Solomon ,N/A,N/A,N/A,N/A,N/A,107 min,-2000,3.6,14
1731, Mortal Kombat: Annihilation , John R. Leonetti ,N/A,N/A,N/A,N/A,N/A,95 min,-1997,3.6,11
1732, Crimea , Aleksey Pimanov ,N/A,N/A,N/A,N/A,N/A,99 min,(I) (2017),3.6,N/A
1733, Barb Wire , David Hogan ,N/A,N/A,N/A,N/A,N/A,98 min,-1996,3.5,40
1734, Spy Kids 4: All the Time in the World , Robert Rodriguez ,N/A,N/A,N/A,N/A,N/A,89 min,-2011,3.5,37
1735, Dragon Wars: D-War , Hyung-rae Shim ,N/A,N/A,N/A,N/A,N/A,107 min,-2007,3.5,33
1736, Catwoman , Pitof ,N/A,N/A,N/A,N/A,N/A,104 min,-2004,3.4,27
1737, Left Behind , Vic Armstrong ,N/A,N/A,N/A,N/A,N/A,110 min,(I) (2014),3.1,12
1738, Rollerball , John McTiernan ,N/A,N/A,N/A,N/A,N/A,98 min,-2002,3.1,14
1739, BloodRayne , Uwe Boll ,N/A,N/A,N/A,N/A,N/A,95 min,-2005,3,18
1740, Liger , Puri Jagannadh ,N/A,N/A,N/A,N/A,N/A,140 min,-2022,2.7,N/A
1741, Gunday , Ali Abbas Zafar ,N/A,N/A,N/A,N/A,N/A,152 min,-2014,2.7,N/A
1742, Dragonball Evolution , James Wong ,N/A,N/A,N/A,N/A,N/A,85 min,-2009,2.6,45
1743, Battlefield Earth , Roger Christian ,N/A,N/A,N/A,N/A,N/A,118 min,-2000,2.5,9
1744, Heropanti 2 , Ahmed Khan ,N/A,N/A,N/A,N/A,N/A,145 min,-2022,2.5,N/A
1745, Laxmii , Raghava Lawrence, Balakrishnan Thevar ,N/A,N/A,N/A,N/A,141 min,-2020,2.5,N/A
1746, Alone in the Dark , Uwe Boll ,N/A,N/A,N/A,N/A,N/A,96 min,-2005,2.4,9
1747, The Prototype , Marcelo Grion ,N/A,N/A,N/A,N/A,N/A,97 min,-2022,2.4,N/A
1748, House of the Dead , Uwe Boll ,N/A,N/A,N/A,N/A,N/A,90 min,-2003,2.1,15
1749, Radhe , Prabhu Deva ,N/A,N/A,N/A,N/A,N/A,109 min,-2021,1.9,N/A
1750, Race 3 , Remo D'Souza ,N/A,N/A,N/A,N/A,N/A,160 min,-2018,1.9,N/A
1751, Angels Apocalypse , Sean Cain, Enzo Zelocchi ,N/A,N/A,N/A,N/A,85 min,-2015,1.6,N/A
1752, The Cost of Deception , Keith English ,N/A,N/A,N/A,N/A,N/A,125 min,-2021,1.5,N/A
1753, Sadak 2 , Mahesh Bhatt ,N/A,N/A,N/A,N/A,N/A,133 min,-2020,1.2,N/A
